Title,Date
"Victorious: Temporada 3: El escuadrón de las rubias","11-11-16"
"El príncipe del rap: Temporada 1: La conquistaré a mi modo","11-11-16"
"El príncipe del rap: Temporada 1: La clase de jazz","11-11-16"
"The Walking Dead: Temporada 2: La rosa cheroqui","10-11-16"
"The Walking Dead: Temporada 2: Guarda la última","09-11-16"
"Un lobo adolescente: Temporada 2: Veneno","09-11-16"
"12 horas para sobrevivir","09-11-16"
"Un lobo adolescente: Temporada 2: Abominable","09-11-16"
"The Walking Dead: Temporada 2: Sangría","09-11-16"
"Kick Buttowski: Medio doble de riesgo: Temporada 1: Dead Man's Drop / Stumped","08-11-16"
"The Walking Dead: Temporada 2: Lo que nos espera","08-11-16"
"The Walking Dead: Temporada 1: TS-19","08-11-16"
"The Walking Dead: Temporada 1: Código Wildfire","08-11-16"
"Un lobo adolescente: Temporada 2: Cambiaformas","08-11-16"
"The Walking Dead: Temporada 1: Muchachos","08-11-16"
"The Walking Dead: Temporada 1: Díselo a las ranas","08-11-16"
"The Walking Dead: Temporada 1: Agallas","08-11-16"
"The Walking Dead: Temporada 1: Los viejos tiempos","08-11-16"
"Un lobo adolescente: Temporada 1: Decodificador","07-11-16"
"Jimi: El Comienzo","02-11-16"
"iCarly: Temporada 2: iChristmas","01-11-16"
"Agente K.C.: Temporada 1: Assignment: Get That Assignment","31-10-16"
"Juegos mentales: Temporada 4: Supersticiones","30-10-16"
"Juegos mentales: Temporada 4: Idiomas","30-10-16"
"Juegos mentales: Temporada 4: Adicciones","30-10-16"
"Juegos mentales: Temporada 4: Puro Riesgo","30-10-16"
"Juegos mentales: Temporada 3: Seguir al Líder","30-10-16"
"Juegos mentales: Temporada 3: Participar para Ganar","30-10-16"
"Juegos mentales: Temporada 3: El Test del Estrés","30-10-16"
"Lapso de tiempo","29-10-16"
"Terror en Chernóbil","28-10-16"
"Jessie: Temporada 3: Las vacaciones hawaianas de Jessie con Parker y Joey: parte 1","23-10-16"
"Pokémon The Series: XY: XY: ¡Una batalla de movilidad aérea!","22-10-16"
"Can't Stand Losing You: Surviving the Police","18-10-16"
"La playa de los ahogados","16-10-16"
"Un lobo adolescente: Temporada 1: Lunático","16-10-16"
"Juegos mentales: Temporada 3: Las Leyes de la Atracción","16-10-16"
"Anatomía según Grey: Temporada 6: El suicidio es indoloro","16-10-16"
"Victorious: Temporada 2: Tori tortura al maestro","16-10-16"
"Living on One Dollar","15-10-16"
"Anatomía según Grey: Temporada 6: Presión","15-10-16"
"Juegos mentales: Temporada 3: Mente versus cuerpo","09-10-16"
"Juegos mentales: Temporada 3: Reentrene su Cerebro","09-10-16"
"The Blue Planet: A Natural History of the Oceans: Temporada 1: Ocean World","09-10-16"
"The Confession","07-10-16"
"Supergirl: Temporada 1: Piloto","06-10-16"
"Gotham: Temporada 2: Esta bola de barro y maldad","30-09-16"
"Gotham: Temporada 2: Un hombre muerto no siente frío","30-09-16"
"Gotham: Temporada 2: Sr. Freeze","30-09-16"
"Hunter X Hunter (2011): Temporada 5: Búsqueda x y x persecución","28-09-16"
"Hunter X Hunter (2011): Temporada 5: Combinación x y x evolución","28-09-16"
"Cuestión de tiempo","28-09-16"
"Requisitos para ser una persona normal","28-09-16"
"Anatomía según Grey: Temporada 12: Es una delgada línea","27-09-16"
"Anatomía según Grey: Temporada 12: Me pongo la cara","27-09-16"
"Anatomía según Grey: Temporada 6: Viaje en el tiempo","27-09-16"
"Hunter X Hunter (2011): Temporada 5: Infiltración x y x selección","27-09-16"
"Hunter X Hunter (2011): Temporada 5: Masacre x y x devastación","27-09-16"
"Hunter X Hunter (2011): Temporada 5: Un x hogar x anárquico","27-09-16"
"Hunter X Hunter (2011): Temporada 5: Rencor x y x pavor","27-09-16"
"Anatomía según Grey: Temporada 12: Cuando duele tanto","26-09-16"
"Anatomía según Grey: Temporada 12: No voy a esperar más","26-09-16"
"Anatomía según Grey: Temporada 12: El tercero en discordia","26-09-16"
"Gravity Falls: Un verano de misterios: Temporada 1: La jefa Mabel","26-09-16"
"Gravity Falls: Un verano de misterios: Temporada 1: Súper Halloween","25-09-16"
"Gravity Falls: Un verano de misterios: Temporada 1: Pequeño Dipper","25-09-16"
"Gravity Falls: Un verano de misterios: Temporada 1: Pelea de luchadores","25-09-16"
"Gravity Falls: Un verano de misterios: Temporada 1: El cerdo del viajero del tiempo","25-09-16"
"Gravity Falls: Un verano de misterios: Temporada 1: Tesoro irracional","25-09-16"
"Gravity Falls: Un verano de misterios: Temporada 1: Doble Dipper","25-09-16"
"La leyenda de Korra: Book Two: Spirits: Espíritu rebelde","25-09-16"
"La leyenda de Korra: Book One: Air: Bienvenida a Ciudad República","25-09-16"
"La chica de al lado","25-09-16"
"Hunter X Hunter (2011): Temporada 5: Amigo x y x viaje","25-09-16"
"Hunter X Hunter (2011): Temporada 5: Cita x con x Palm","25-09-16"
"Hunter X Hunter (2011): Temporada 5: Un deseo x y x dos promesas","25-09-16"
"Hunter X Hunter (2011): Temporada 5: El fuerte x y x el débil","25-09-16"
"Hunter X Hunter (2011): Temporada 5: Intereses x y x maldición","25-09-16"
"Hunter X Hunter (2011): Temporada 5: Amabilidad x y x fuerza","24-09-16"
"Life: Challenges of Life","24-09-16"
"Hunter X Hunter (2011): Temporada 5: Piedra, papel y tijeras x y x debilidad","24-09-16"
"Anatomía según Grey: Temporada 12: Todas las miradas posadas en mí","24-09-16"
"Hunter X Hunter (2011): Temporada 5: Duelo x y x escape","24-09-16"
"Hunter X Hunter (2011): Temporada 5: Promesa x y x reunión","24-09-16"
"Anatomía según Grey: Temporada 12: Mi próxima vida","24-09-16"
"Hunter X Hunter (2011): Temporada 5: Luz x y x oscuridad","24-09-16"
"Anatomía según Grey: Temporada 12: Sana mi corazón","24-09-16"
"Hunter X Hunter (2011): Temporada 5: Un x despertar x predestinado","24-09-16"
"Anatomía según Grey: Temporada 12: Lo único que quiero eres tú","23-09-16"
"Anatomía según Grey: Temporada 12: El sonido del silencio","23-09-16"
"Hunter X Hunter (2011): Temporada 5: Inspiración x para x evolucionar","23-09-16"
"Hunter X Hunter (2011): Temporada 5: Kite x y x la ruleta","23-09-16"
"Hunter X Hunter (2011): Temporada 5: Comienza x la x batalla","23-09-16"
"Hunter X Hunter (2011): Temporada 5: Malvado x y x terrible","23-09-16"
"Ciudad de Dios","21-09-16"
"Hunter X Hunter (2011): Temporada 3: Una x tragedia x impactante","19-09-16"
"Gotham: Temporada 2: Peor que un crimen","19-09-16"
"Gotham: Temporada 2: El hijo de Gotham","19-09-16"
"Gotham: Temporada 2: Una píldora difícil de tragar","19-09-16"
"Gotham: Temporada 2: Esta noche es la noche","19-09-16"
"Gotham: Temporada 2: El monstruito de mamá","19-09-16"
"Gotham: Temporada 2: Fuego","19-09-16"
"Gotham: Temporada 2: Escarificación","16-09-16"
"Gotham: Temporada 2: Fuerza de ataque","15-09-16"
"Gotham: Temporada 2: El que ríe último","15-09-16"
"American Horror Story: Historia de horror americana: Temporada 4: Acaba la función","14-09-16"
"American Horror Story: Historia de horror americana: Temporada 4: Actuaciones sensacionales","14-09-16"
"American Horror Story: Historia de horror americana: Temporada 4: Un pensamiento mágico","14-09-16"
"Hunter X Hunter (2011): Temporada 3: Defensa x y x ataque","13-09-16"
"Hunter X Hunter (2011): Temporada 1: Antes x y x después","13-09-16"
"Gotham: Temporada 2: Toc, toc","08-09-16"
"Gotham: Temporada 2: Malo si lo haces","08-09-16"
"6 años","08-09-16"
"Hunter X Hunter (2011): Temporada 1: No podrás verlo x si x no puedes ver","07-09-16"
"Hunter X Hunter (2011): Temporada 1: La x familia x Zoldyck","07-09-16"
"Hunter X Hunter (2011): Temporada 1: El deber x de x un guardia","07-09-16"
"Hunter X Hunter (2011): Temporada 1: Un x perro guardián x peligroso","07-09-16"
"Hunter X Hunter (2011): Temporada 1: Examen x de x exámenes","07-09-16"
"Felices fiestas de Madagascar: Volumen 1: Ver los tres cuentos de Madagascar","01-09-16"
"Los pingüinos de Madagascar: La película","01-09-16"
"Fuego contra fuego","31-08-16"
"Cómo conocí a tu madre: Temporada 4: No es el Día del Padre","31-08-16"
"Anatomía según Grey: Temporada 6: Temporada de fiestas","31-08-16"
"Anatomía según Grey: Temporada 6: Nueva historia","31-08-16"
"Los juegos del Hambre: Sinsajo (Parte 1)","30-08-16"
"72 Cutest Animals: Temporada 1: Gatos relajados","30-08-16"
"Pentatonix: On My Way Home","29-08-16"
"Gravity Falls: Un verano de misterios: Temporada 1: Turista atrapado","29-08-16"
"El Padrino: Parte III","29-08-16"
"Bob Esponja: Temporada 1: Pompas de jabón / Pantalones rotos","29-08-16"
"Un show más: Temporada 4: Salida 9b","29-08-16"
"72 Cutest Animals: Temporada 1: Amigos saltarines","29-08-16"
"72 Cutest Animals: Temporada 1: Pelusa y esas cosas","29-08-16"
"El Padrino: Parte II","29-08-16"
"El Padrino","28-08-16"
"Noches de encanto","24-08-16"
"A él no le gustas tanto","23-08-16"
"Anatomía según Grey: Temporada 6: Invierte en amor","22-08-16"
"Anatomía según Grey: Temporada 6: Obligación condicionada","22-08-16"
"Anatomía según Grey: Temporada 5: Sueña conmigo (Parte 1)","22-08-16"
"Anatomía según Grey: Temporada 7: Casi maduros","22-08-16"
"Juegos mentales: Temporada 3: ¿Qué está Pasando?","22-08-16"
"Juegos mentales: Temporada 3: A Todo Color","22-08-16"
"Los locos Addams II","15-08-16"
"Un show más: Temporada 4: El más largo fin de semana","12-08-16"
"Un show más: Temporada 4: Carrera por los fuegos artificiales","12-08-16"
"Un show más: Temporada 4: Gracias a Dios es martes","12-08-16"
"Un show más: Temporada 4: Especial de Navidad","12-08-16"
"Un show más: Temporada 4: Calvo","12-08-16"
"Hora de aventura: Temporada 4: Hijos de Marte","12-08-16"
"Hora de aventura: Temporada 4: La Guerra de Tarjetas","12-08-16"
"Hora de aventura: Temporada 4: Princesa Galleta","12-08-16"
"Hora de aventura: Temporada 4: ¡Te tengo!","12-08-16"
"Hora de aventura: Temporada 4: Más allá del reino terrenal","12-08-16"
"Hora de aventura: Temporada 4: Goliad","12-08-16"
"Hora de aventura: Temporada 4: La princesa monstruo","12-08-16"
"Hora de aventura: Temporada 4: El Lobo Apapacho","12-08-16"
"Hora de aventura: Temporada 4: En tus zapatos","12-08-16"
"Hora de aventura: Temporada 4: La monstruito de papi, parte 2","12-08-16"
"Hora de aventura: Temporada 4: De regreso a Nocheósfera, parte 1","12-08-16"
"Hora de aventura: Temporada 4: Sueño de amor","12-08-16"
"Un show más: Temporada 4: Batería de 150 piezas","12-08-16"
"Juegos mentales: Temporada 2: La batalla de los sexos","11-08-16"
"Juegos mentales: Temporada 2: Todo fue una ilusión","11-08-16"
"Juegos mentales: Temporada 2: Cuestión de tiempo","10-08-16"
"Juegos mentales: Temporada 2: A que no lo sabías","10-08-16"
"Juegos mentales: Temporada 2: Mentiras","10-08-16"
"Juegos mentales: Temporada 2: Tómalo o déjalo","10-08-16"
"Mineros, enterrados vivos","07-08-16"
"Esposas desesperadas: Temporada 2: No habrá atardecer","03-08-16"
"Esposas desesperadas: Temporada 2: Luz y control","03-08-16"
"Esposas desesperadas: Temporada 2: Quisiera poder olvidarte","03-08-16"
"Tiempos violentos","27-07-16"
"Un amigo como tú","25-07-16"
"Puppet Fiction","25-07-16"
"La noche de la expiación","25-07-16"
"Sr. y Sra. Smith","24-07-16"
"Love Is in the Air","24-07-16"
"Anatomía según Grey: Temporada 6: Dale oportunidad a la paz","21-07-16"
"Anatomía según Grey: Temporada 6: Yo vi lo que vi","21-07-16"
"Anatomía según Grey: Temporada 6: Invasión","21-07-16"
"Las novias de mis amigos","14-07-16"
"Anatomía según Grey: Temporada 6: (Siempre siento que) alguien me observa","08-07-16"
"Anatomía según Grey: Temporada 6: Adiós","08-07-16"
"El Chavo: Aventuras en Acapulco II","08-07-16"
"Anatomía según Grey: Temporada 6: Duelo","05-07-16"
"Anatomía según Grey: Temporada 5: Brindemos por el futuro","27-06-16"
"Bajo la piel","27-06-16"
"Anatomía según Grey: Temporada 5: Un día marca una diferencia","27-06-16"
"Anatomía según Grey: Temporada 5: Es difícil ofrecer disculpas","26-06-16"
"Anatomía según Grey: Temporada 5: Dulce rendición","25-06-16"
"Anatomía según Grey: Temporada 5: Carta de amor en el ascensor","24-06-16"
"Anatomía según Grey: Temporada 5: Quédate a mi lado","24-06-16"
"Anatomía según Grey: Temporada 5: Trabajo de equipo","24-06-16"
"Anatomía según Grey: Temporada 11: Cuando crezca","24-06-16"
"El Chavo: Aventuras en Acapulco I","21-06-16"
"Anatomía según Grey: Temporada 11: Con o sin ti","21-06-16"
"Anatomía según Grey: Temporada 11: No sueñes que se ha terminado","21-06-16"
"Anatomía según Grey: Temporada 5: Te seguiré hacia la oscuridad","21-06-16"
"Anatomía según Grey: Temporada 5: Un error honesto","21-06-16"
"Anatomía según Grey: Temporada 5: Antes y después","21-06-16"
"Anatomía según Grey: Temporada 5: Los latidos de tu corazón","21-06-16"
"Anatomía según Grey: Temporada 5: Escalera al cielo","19-06-16"
"Anatomía según Grey: Temporada 5: Simpatía por el diablo","17-06-16"
"Anatomía según Grey: Temporada 5: Desearía que estuvieras aquí","17-06-16"
"Muhammad Ali: El hombre detrás de la leyenda","13-06-16"
"Una familia numerosa","13-06-16"
"Anatomía según Grey: Temporada 5: Por mi cuenta","12-06-16"
"Anatomía según Grey: Temporada 5: A la media noche","12-06-16"
"Jobs","04-06-16"
"Dr. House: Temporada 2: Forever","02-06-16"
"Anatomía según Grey: Temporada 5: Lazos que atan","30-05-16"
"Anatomía según Grey: Temporada 5: La vida en tiempos de guerra","30-05-16"
"Anatomía según Grey: Temporada 5: Levántate","29-05-16"
"La chica de mis sueños","27-05-16"
"Anatomía según Grey: Temporada 5: Un mundo feliz","27-05-16"
"Anatomía según Grey: Temporada 5: La inundación","27-05-16"
"Anatomía según Grey: Temporada 5: Sueña conmigo (Parte 2)","27-05-16"
"Descubriendo el país de Nunca jamás","27-05-16"
"Anatomía según Grey: Temporada 4: Libertad: Parte 2","15-05-16"
"Anatomía según Grey: Temporada 4: Libertad: Parte 1","15-05-16"
"Anatomía según Grey: Temporada 4: Volviéndose loco","15-05-16"
"Anatomía según Grey: Temporada 4: Lo apropiado","15-05-16"
"Anatomía según Grey: Temporada 4: Una parte de mi corazón","15-05-16"
"La historia de un niño hambriento","13-05-16"
"Bastardos sin gloria","13-05-16"
"Capitán América: El primer vengador","13-05-16"
"Chelsea: Lo mejor de 2016: Cena con el Capitán América y sus amigos","13-05-16"
"Iron Man: El Hombre de Hierro","30-04-16"
"Fuerzas especiales 2: Cabos sueltos","30-04-16"
"Plan de escape","30-04-16"
"Niñeras para adultos","29-04-16"
"Linterna Verde","29-04-16"
"Espejito espejito","29-04-16"
"Better Call Saul: Temporada 2: La tarta de luna llena","19-04-16"
"Better Call Saul: Temporada 2: Gran cambio","12-04-16"
"Better Call Saul: Temporada 1: Marco","12-04-16"
"Better Call Saul: Temporada 1: Pimiento","12-04-16"
"Better Call Saul: Temporada 1: Rico","12-04-16"
"Better Call Saul: Temporada 1: Bingo","12-04-16"
"Better Call Saul: Temporada 1: Pasado","12-04-16"
"Donnie Darko","12-04-16"
"Elementary: Temporada 2: Todo en familia","12-04-16"
"Toy Story: olvidados en el tiempo","09-04-16"
"Lie to Me: Temporada 3: Aplicación asesina","09-04-16"
"Lie to Me: Temporada 3: Desaparecido","09-04-16"
"Making a Murderer: Parte 1: Dieciocho años perdidos","07-04-16"
"Lie to Me: Temporada 3: Salvado","05-04-16"
"Lie to Me: Temporada 3: Despecho","05-04-16"
"Lie to Me: Temporada 3: La casa de la risa","05-04-16"
"Lie to Me: Temporada 3: La canción del canario","05-04-16"
"Better Call Saul: Temporada 1: Pastorcito alpino","28-03-16"
"Gossip Girl: Temporada 1: El almuerzo salvaje","27-03-16"
"Gossip Girl: Temporada 1: Piloto","27-03-16"
"Better Call Saul: Temporada 1: Héroe","27-03-16"
"Rango","27-03-16"
"¿Qué pasó ayer? Parte II","27-03-16"
"Las Hermanas Vampiro 2: Murciélagos en el estómago","27-03-16"
"Better Call Saul: Temporada 1: Nacho","23-03-16"
"Better Call Saul: Temporada 1: Mijo","23-03-16"
"Sex and the City: La película","22-03-16"
"¿Qué más podría pasar?","20-03-16"
"El club de los incomprendidos","16-03-16"
"Maten al mensajero","16-03-16"
"Comando especial 2","15-03-16"
"Hombre peligroso","10-03-16"
"Archer: Temporada 1: Bote de miel","10-03-16"
"Archer: Temporada 1: Matando a Utne","10-03-16"
"Archer: Temporada 1: Contratación de diversidad","10-03-16"
"Archer: Temporada 1: Día de entrenamiento","10-03-16"
"Archer: Temporada 1: La caza del topo","09-03-16"
"Espada del dragón","09-03-16"
"Jack y Jill","02-03-16"
"Hunter X Hunter (2011): Temporada 3: Aliados x y x mentiras","29-02-16"
"Hunter X Hunter (2011): Temporada 3: ¿Fallan x las x predicciones?","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Falsificación x y x psique","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Asalto x e x impacto","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Brutal x campo x de batalla","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Aliado x y x espada","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Persecución x y x análisis","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Vista x muy x aguda","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Condición x y x condición","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Persiguiendo x y x esperando","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Restricción x y x pacto","29-02-16"
"Hunter X Hunter (2011): Temporada 3: Antesala x de una x fiera batalla","29-02-16"
"Cómo conocí a tu madre: Temporada 9: Juntos para siempre (Parte 2)","29-02-16"
"Cómo conocí a tu madre: Temporada 9: Juntos para siempre (Parte 1)","28-02-16"
"Cómo conocí a tu madre: Temporada 9: El camino al altar","28-02-16"
"Cómo conocí a tu madre: Temporada 9: Gary Blauman","28-02-16"
"Cómo conocí a tu madre: Temporada 9: Margarita","28-02-16"
"Cómo conocí a tu madre: Temporada 9: Vesubio","23-02-16"
"Cómo conocí a tu madre: Temporada 9: Superándolo","23-02-16"
"Mortdecai: El artista del engaño","22-02-16"
"Kurt & Courtney","20-02-16"
"Cómo conocí a tu madre: Temporada 9: Amanecer","17-02-16"
"Cómo conocí a tu madre: Temporada 9: Cómo me conoció su madre","17-02-16"
"Cómo conocí a tu madre: Temporada 9: Sin pausa","14-02-16"
"Cómo conocí a tu madre: Temporada 9: La bofetada 3","14-02-16"
"Turistas en la mira: Season 1: Praga","09-02-16"
"Turistas en la mira: Season 1: Roma","09-02-16"
"Cómo conocí a tu madre: Temporada 9: Se necesita bajista","09-02-16"
"Cómo conocí a tu madre: Temporada 9: Cena de ensayo de la boda","09-02-16"
